,y,Distance,Precipitation,Traffic
144,0,990,1,0.13054948387040516
145,0,988,0,0.5933151893750538
146,0,986,0,0.30305882335610523
147,0,978,0,0.19974311295388442
148,0,985,0,0.6935925227434236
149,0,1044,0,0.7820534370583127
150,0,993,0,0.8126259588180934
151,0,956,1,0.699841672658928
152,0,962,0,0.6536465619268836
153,0,1009,0,0.34072653915263157
154,0,1006,0,0.23278485872838253
155,0,1016,0,0.5765416564526017
156,0,979,0,0.5481551354357435
157,0,1005,1,0.762055039898679
158,0,1004,0,0.49165926963635925
159,0,1052,0,0.2959781143168061
160,0,974,0,0.684167562143969
161,0,1027,0,0.3033475180496539
162,0,1033,0,0.6938737498626363
163,0,1028,0,0.5776127057122439
164,0,984,0,0.17685877069487282
165,0,1015,0,0.9510837378240856
166,0,1018,0,0.37037255246488404
167,0,997,0,0.18958810501736928
168,0,1016,1,0.603535471458239
169,0,948,0,0.4639890532151574
170,0,1067,0,0.5384289141976892
171,0,978,1,0.5192900077051604
172,0,971,0,0.5027563040550617
173,1,972,0,0.9159193979920125
174,0,996,0,0.08903972584216716
175,0,1060,0,0.8278983167181315
176,1,1051,1,0.6254792864434887
177,0,1019,0,0.5523267060864553
178,0,995,0,0.6771559325611425
179,0,919,0,0.7645690688756757
180,0,1069,0,0.6532055152418286
181,0,988,0,0.48572356646913956
182,0,971,0,0.09917180071970387
183,0,987,0,0.3571413950105354
184,0,1001,0,0.3824089970046442
185,0,1014,0,0.2552256691650959
186,0,977,0,0.39579811788110225
187,0,977,0,0.13838539448281378
188,0,991,1,0.3392435259475317
189,0,1075,0,0.09879287309257458
190,0,1011,1,0.3334255981093327
191,0,993,0,0.3452725369689263
192,0,1041,0,0.7828927704088581
193,0,1040,0,0.6385316303230526
194,0,1002,0,0.8097369069860425
195,0,950,0,0.49047045830001346
196,0,992,0,0.7207422957470946
197,0,1066,0,0.39054111442239414
198,0,1020,0,0.6790858851969537
199,0,997,1,0.8275635307063306
200,0,1004,0,0.47609402091421066
201,1,1014,0,0.7815891153801205
202,1,1027,1,0.9394800568269763
203,0,965,0,0.16292657757145465
204,0,975,0,0.8887918884119163
205,1,986,0,0.22521570383271158
206,0,1013,0,0.3746543224708848
207,0,1025,0,0.7898199142069908
208,0,949,0,0.4712422786910938
209,0,1022,0,0.8268472662025499
210,0,930,1,0.6195029763177043
211,1,996,0,0.4345688967512577
212,0,1031,0,0.7462330171434408
213,0,1049,0,0.5191273438453434
214,0,1044,0,0.8274815906066327
215,0,992,0,0.4656118701226372
216,0,971,0,0.8741664793793102
217,0,1038,0,0.7706448245600418
218,0,1046,0,0.6905396831502314
219,0,993,0,0.3257412875800089
220,0,1053,0,0.4218648312309363
221,0,1031,0,0.4941007991262371
222,0,1055,0,0.30485066046024717
223,0,985,0,0.6000450572346984
224,0,995,1,0.6392919310157827
225,0,991,0,0.2577078371300572
226,0,1011,0,0.878285450784457
227,0,972,0,0.9023845426261626
228,0,962,1,0.2281501088278011
229,0,1027,0,0.6950638381029436
230,0,1010,0,0.2617056251136696
231,0,1015,0,0.5910399359026192
232,1,960,0,0.19572654139769768
233,2,1022,1,0.8747652597477406
234,0,976,1,0.7312723495037616
235,0,1003,1,0.2689078984130393
236,0,987,0,0.3894756182588937
237,3,1012,0,0.7341201759068797
238,0,1004,0,0.5383623128381824
239,0,1006,0,0.6264701582342889
240,0,1001,1,0.3840345181018124
241,0,955,0,0.3501635850012648
242,0,965,1,0.49924589748175735
243,0,990,1,0.34926936192532476
244,1,1013,0,0.8043400653042668
245,0,1025,0,0.15163356278136333
246,0,1042,0,0.2803391217422017
247,0,911,0,0.882911912258791
248,0,1029,0,0.501468354533051
249,2,995,0,0.7805817886514069
250,0,994,0,0.29693597137916694
251,0,1014,0,0.35951832328362004
252,0,1019,0,0.13303237453025252
253,0,1022,0,0.34202414681883136
254,0,1021,1,0.8832475029251531
255,0,1029,0,0.41054466794644895
256,0,997,0,0.6856900545639644
257,0,991,0,0.4699235726612458
258,0,1002,0,0.5259740480360234
259,0,1015,0,0.525985006899277
260,0,895,0,0.5231424395550023
261,0,1019,0,0.9054380050112744
262,0,997,0,0.6320799122921986
263,0,996,0,0.9168016911434907
264,1,989,0,0.3648779955648103
265,3,1015,0,0.2615138434760691
266,0,998,0,0.4104926739425169
267,0,904,0,0.3833937950652845
268,1,981,0,0.36298043581750983
269,0,1051,0,0.6155623043403805
270,0,1004,0,0.5497518080969125
271,0,1043,1,0.3897558955445102
272,0,1014,0,0.4107499638320708
273,0,984,0,0.41107311666572455
274,0,997,0,0.5942713109978129
275,0,987,0,0.38892886266465504
276,0,996,0,0.30640646195965515
277,0,1015,0,0.8074516735231806
278,0,951,0,0.9132043529571258
279,0,1067,0,0.9894183049002198
280,0,1030,0,0.6699906781599987
281,0,996,0,0.7513414140756018
282,1,978,0,0.4690136382157947
283,0,956,0,0.27860840932022124
284,0,1031,0,0.6100586971264986
285,0,971,0,0.16425750963969332
286,0,1026,0,0.828747911195943
287,0,973,0,0.2681036661855713
288,0,1008,0,0.8239140918138179
289,0,1014,0,0.6907723923728788
290,0,1002,0,0.6181305593149788
291,0,954,0,0.7866488553064738
292,0,1074,0,0.8219793945477005
293,0,984,1,0.5755502120476276
294,0,1031,0,0.3127155545420548
295,0,1026,0,0.29563513743016584
296,0,1036,0,0.23721275380404314
297,0,998,0,0.21181630882024735
298,0,1049,0,0.23609942688895574
299,0,951,1,0.5421220086954004
300,0,978,0,0.08792786504412622
301,0,985,0,0.5601152340053793
302,0,998,1,0.28431088009188127
303,0,1010,0,0.12095137574751229
304,0,1068,0,0.4732150228149979
305,0,1022,0,0.20865455216113302
306,0,1043,0,0.5297929519341534
307,0,1000,0,0.354507356804381
308,1,1009,0,0.5903267810171281
309,0,1016,0,0.4973527814230807
310,0,1048,0,0.9121047377712789
311,0,969,0,0.9301889476983461
312,0,1004,0,0.5400785599476764
313,0,1039,0,0.4917206692569636
314,0,1015,0,0.6925819377015496
315,0,979,1,0.43454271445529813
316,1,1002,0,0.3813535502953891
317,1,975,0,0.332804692586781
318,0,1006,0,0.560549632813942
319,0,1024,0,0.33067110198743305
320,0,976,0,0.2417502543317784
321,0,1026,0,0.7978971938623834
322,0,1000,0,0.7155354029210669
323,0,1025,0,0.6849391546293593
324,0,1047,0,0.8228396015196642
325,0,1053,0,0.48271349864597135
326,0,975,0,0.7395531784481272
327,0,979,0,0.7156885473703526
328,0,984,0,0.743504368366353
329,0,955,1,0.26219312083566193
330,0,1008,0,0.6477620754044295
331,0,994,0,0.1482518680941034
332,0,1005,0,0.477443398368978
333,0,1025,0,0.4520179897524548
334,0,966,0,0.4976435178204496
335,0,971,0,0.8338977148745914
336,0,1062,0,0.5699158944347051
337,0,973,0,0.2190286264798784
338,0,1034,1,0.4787822553311195
339,0,977,0,0.20006530561421593
340,0,1048,0,0.8226581537292644
341,0,956,0,0.6195495563291507
342,0,984,0,0.7263938008216975
343,0,964,0,0.5573303195178558
344,0,975,1,0.29012435146574744
345,0,1017,0,0.3229717084411418
346,0,984,0,0.2822170432512195
347,0,1004,0,0.595550000334064
348,1,990,0,0.44899038727356333
349,0,990,0,0.6162531178326057
350,0,1055,0,0.16627564670156084
351,0,989,0,0.11110542772114493
352,0,1018,1,0.43056355053173995
353,1,938,1,0.14269703238135434
354,0,972,1,0.27297514212176643
355,0,1034,0,0.8352802319587509
356,0,947,0,0.309172067271808
357,0,978,0,0.4458721446674789
358,0,946,0,0.5889818141029884
359,0,992,0,0.45149828778928075
360,0,982,0,0.30773404801101867
361,0,1000,0,0.3209184519048101
362,0,1013,0,0.7946798549840711
363,1,973,0,0.877817960767729
364,0,1082,1,0.5976037501087276
365,0,1024,0,0.20000780976082544
366,0,1008,0,0.7521560366317062
367,2,975,1,0.5597838786207977
368,0,972,0,0.4517492189729186
369,0,990,0,0.8225013226564766
370,0,1028,0,0.7966552953137186
371,0,1073,0,0.7483548137851632
372,0,1009,0,0.4059053569023201
373,0,1014,0,0.8448712470480415
374,0,1019,0,0.17277736425090673
375,0,1014,0,0.19950341436710872
376,0,1036,0,0.4745727944640743
377,1,951,0,0.8547154118059488
378,0,998,0,0.07755012536478229
379,0,1011,0,0.4943066056355016
380,0,982,0,0.45823810474188864
381,0,1025,0,0.15116766745221222
382,0,952,1,0.328174506876191
383,0,1005,0,0.5990051922080825
384,0,1049,0,0.5494935577403318
385,0,994,0,0.8674269614238084
386,0,1015,0,0.4374268057462759
387,0,986,0,0.33403558617707896
388,0,968,0,0.6223316113089893
389,0,946,1,0.24229692462488855
390,0,989,0,0.6532504688964975
391,0,1047,0,0.29629358484768126
392,0,978,0,0.29275832481242015
393,0,1094,0,0.3414581757068526
394,0,1021,1,0.2615842317086991
395,0,1016,0,0.6974766643520475
396,0,975,0,0.23162716315109858
397,0,1019,0,0.289816639351811
398,0,1041,1,0.7113301292652744
399,0,1047,0,0.3253030747340948
400,0,1002,0,0.7375406563304526
401,0,996,1,0.3383959793553551
402,0,1003,0,0.2547737625155484
403,0,964,0,0.5955684769803788
404,0,995,0,0.8340972633395666
405,0,989,0,0.4333500173247923
406,0,993,0,0.1555002517846311
407,1,1033,0,0.6728650998926897
408,0,1023,1,0.24288138083648983
409,0,1025,0,0.8394212522525083
410,0,986,0,0.49076547863736614
411,1,991,0,0.6202647797726267
412,0,1007,0,0.24416713714818367
413,0,945,0,0.814163266579278
414,0,1045,0,0.6822602065504993
415,0,976,0,0.3898757410214361
416,0,985,0,0.6530134023795423
417,0,992,0,0.33088806609636523
418,2,998,0,0.25704092390111555
419,0,1000,0,0.5838384453945146
420,0,996,0,0.36109090343874517
421,0,1002,0,0.7828163849861003
422,0,975,1,0.36521409723655035
423,0,1008,0,0.20368950578390047
424,0,1002,0,0.7069792187266409
425,0,991,0,0.3512570819114591
426,0,984,0,0.5876838108282628
427,0,1013,0,0.31529090272433996
428,0,971,0,0.2769948391872198
429,0,1076,0,0.3177608093341404
430,0,997,0,0.7812308671174262
431,0,1003,0,0.3615036244675273
432,0,1012,0,0.6561499538888513
433,0,1018,1,0.208701493002947
434,0,946,0,0.9584275106170801
435,0,980,1,0.7562654461822769
436,1,1000,0,0.18979331528877538
437,0,983,0,0.18956281781177686
438,0,1006,0,0.6193212217299807
439,0,1014,0,0.05347130586947412
440,0,968,0,0.4786602612186632
441,0,1019,0,0.29917278252200713
442,0,1013,1,0.7117989075120386
443,0,1011,0,0.8351224783842084
444,0,995,1,0.5709765307055951
445,0,986,0,0.30282938815071414
446,0,989,0,0.056560003813926854
447,0,924,0,0.8193246296171668
448,0,984,0,0.311045765145236
449,0,1015,0,0.5077353287869605
450,0,1062,0,0.014789117456085335
451,0,962,1,0.5391908550665359
452,0,1016,0,0.29107203119952535
453,0,1016,0,0.5435623726864779
454,0,1049,1,0.403379245667838
455,0,942,1,0.4770233790023401
456,0,1019,0,0.056900014561529225
457,0,1033,0,0.4350472892517513
458,1,1023,0,0.5334371779456563
459,0,971,0,0.21860343244925137
460,0,967,1,0.6068751376882038
461,0,999,0,0.5410864271373685
462,0,1012,0,0.10001626315344578
463,0,946,0,0.749255199693601
464,0,1029,0,0.45861876551618164
465,0,947,0,0.7473095599005294
466,0,1023,0,0.44687879552227977
467,0,965,0,0.376273160786412
468,0,1017,0,0.735502089086167
469,0,1008,0,0.5447478355652577
470,0,1000,0,0.1516260542237623
471,0,978,0,0.4958972736011533
472,0,959,1,0.1713559246551138
473,1,932,0,0.8210812088530145
474,0,1017,0,0.7424404724147708
475,0,1002,0,0.610455995147518
476,0,968,0,0.3673004347322922
477,0,981,0,0.5473240272454368
478,0,961,0,0.5028569741412946
479,0,954,0,0.5809911509231926
480,0,1005,0,0.9454928738162465
481,0,965,0,0.7207923401915423
482,0,997,0,0.3505449664256395
483,0,1026,1,0.5632986417882394
484,1,964,0,0.5606407692804568
485,0,1021,0,0.9343963396296153
486,0,1021,0,0.3490500748531611
487,0,965,1,0.105306109671649
488,0,992,1,0.22277776483173975
489,0,956,1,0.7932199625883504
490,0,1001,0,0.5951009753687401
491,0,1006,0,0.7148421928538274
492,0,1058,0,0.1127312778788018
493,0,1016,1,0.5711284560769119
494,0,1018,0,0.847192195936158
495,0,949,0,0.725193143826269
496,0,1010,0,0.44442886976578816
497,0,961,0,0.8194243735767129
498,0,949,0,0.7680056727591092
499,0,993,1,0.6951731705684673
500,0,1026,0,0.0998066353802441
501,0,997,0,0.7108723036793063
502,0,983,0,0.20926016671744202
503,0,974,0,0.770178602565203
504,0,987,0,0.043769792990035986
505,0,1017,0,0.5681211050094848
506,1,943,0,0.7277929331343516
507,0,981,0,0.9160269564185601
508,0,940,0,0.6221190560958083
509,0,952,0,0.17903018923815034
510,0,980,0,0.4704859653466368
511,0,1034,0,0.47490738542825145
512,0,1020,0,0.7875684087052827
513,0,961,0,0.24686927606921388
514,1,989,0,0.5259669164932596
515,0,1033,0,0.04884613065181023
516,0,1008,0,0.7877489680041133
517,0,1021,0,0.17683622952971692
518,0,987,0,0.10353036474927549
519,0,1056,1,0.37743536527604593
520,0,975,0,0.4552348097485817
521,0,1036,1,0.22391252173993148
522,0,1039,0,0.43895683223417337
523,0,999,0,0.34048703088374593
524,0,983,0,0.6020648132251181
525,0,1021,1,0.47762058510827193
526,1,1040,0,0.6352102840419336
527,1,1025,0,0.5661242859705766
528,0,1053,0,0.1261515191179341
529,0,972,0,0.6111791616421909
530,0,1036,0,0.19529336888893267
531,0,984,0,0.4359342235449401
532,0,968,0,0.7764490108021587
533,0,1048,1,0.6018890739571714
534,0,1003,0,0.23470546665610328
535,1,993,0,0.8213286425144865
536,0,966,0,0.10152591195109727
537,0,966,0,0.38492942878170333
538,0,958,0,0.9107119106431768
539,0,1068,0,0.6927687660966511
540,0,1026,0,0.5545987568952018
541,1,992,0,0.47267103704212077
542,0,960,1,0.7873166089789031
543,0,975,0,0.2652414554813738
544,0,1010,0,0.4727950302431076
545,0,1004,0,0.4702050675934718
546,0,1020,0,0.6920397942693437
547,0,980,0,0.4964922413427983
548,0,1004,1,0.8603572189077363
549,0,998,0,0.17759882358455303
550,0,1035,0,0.8163521985385119
551,0,946,0,0.6311118917397827
552,0,1039,1,0.31051759916849553
553,0,1061,0,0.1684278632851833
554,0,990,0,0.4282340774828789
555,0,1039,0,0.8883828676571991
556,0,981,0,0.5166439281026594
557,0,967,0,0.4421655548935255
558,0,1023,0,0.243885379563125
559,0,973,1,0.2352827420325566
560,0,982,0,0.6834065344192801
561,0,962,0,0.9154311690155373
562,0,977,1,0.6890209191839225
563,0,1031,0,0.7136733505155343
564,0,1019,0,0.5620306432765545
565,0,979,0,0.2107967994089049
566,0,996,0,0.5148427941760859
567,0,1018,0,0.6965798458158298
568,0,956,0,0.888630743632802
569,0,1067,0,0.25842696711779134
570,0,1037,0,0.6419890476482216
571,0,1046,0,0.5574724667475534
572,0,978,1,0.3440237321051283
573,0,1007,0,0.6149936330034843
574,0,1010,0,0.44463283622689276
575,0,1018,0,0.8463875152279329
576,2,965,0,0.5737696541828261
577,0,1052,0,0.5172708804699697
578,0,982,0,0.5060713163388949
579,0,1029,0,0.7008823173322373
580,0,978,0,0.4144058207746205
581,0,975,0,0.8260366784676888
582,1,1073,0,0.5961848900748382
583,0,938,0,0.2925940343203083
584,0,1006,0,0.15973370374284793
585,2,997,0,0.5366174144807331
586,1,1020,0,0.6931911948980553
587,0,1008,0,0.2899862559026544
588,1,1040,0,0.573700754390476
589,0,1065,0,0.5656899633039038
590,0,996,0,0.48058144333527936
591,0,954,0,0.6482063366035269
592,0,1006,0,0.39608540597341274
593,0,992,0,0.6700245644241782
594,0,987,1,0.4264994975257918
595,0,1054,0,0.38892043904688467
596,0,1038,0,0.13943319194846276
597,0,1035,0,0.946360632989205
598,0,1053,0,0.48929654779857096
599,0,996,0,0.5770154463976443
600,0,978,1,0.05862669223904612
601,0,1031,0,0.3491948775461762
602,0,1052,0,0.4766661984881606
603,0,1009,0,0.3155242009772139
604,0,986,0,0.4723721921693026
605,0,962,0,0.08284385351064764
606,0,1028,0,0.7767743906721045
607,0,960,0,0.5840369608286554
608,0,1023,0,0.5902750381356316
609,0,1031,0,0.3500896648175983
610,0,1001,0,0.3545730178609763
611,0,947,0,0.13692764086237857
612,0,984,0,0.588258136256519
613,0,995,0,0.6564867013410456
614,1,949,1,0.5875608333137365
615,0,1010,0,0.8176191736037706
616,0,982,0,0.5580075547906055
617,0,978,0,0.5751976883352464
618,0,1026,0,0.7343707882769321
619,0,1017,0,0.9006667740853054
620,0,931,0,0.5048565535457509
621,0,1021,0,0.46289829588174314
622,0,1014,0,0.308829202490079
623,0,963,0,0.3472174115160811
624,0,1019,0,0.5253420763339142
625,0,921,0,0.7441982718236623
626,0,1002,0,0.09807872958552938
627,0,991,0,0.32419630196912963
628,1,975,1,0.3749921212355828
629,0,988,0,0.2570892496941281
630,0,999,0,0.7068105770576877
631,0,1006,1,0.6259977431378784
632,0,1004,0,0.7235150338195041
633,0,1006,0,0.5357701109491492
634,1,953,0,0.4092065029033968
635,0,971,0,0.17722610001064315
636,0,1062,1,0.47868049608221347
637,0,1012,1,0.5779353645230196
638,0,959,0,0.880933671504284
639,0,1015,0,0.7356069305544486
640,2,969,0,0.7001999790627665
641,0,1063,0,0.6454150061288249
642,0,996,0,0.7386711536117881
643,0,1051,0,0.3623026327076865
644,0,1001,0,0.2759978264902655
645,0,930,0,0.8409050021027734
646,1,1038,1,0.65538136250304
647,0,969,0,0.8053687547318549
648,1,986,0,0.7621790925835926
649,0,1004,0,0.3062966844277991
650,0,1041,0,0.9296204770890197
651,0,1037,0,0.3999539815236068
652,0,990,0,0.43443439305994574
653,0,1077,0,0.8914618174751622
654,0,1011,0,0.667827425800206
655,0,1044,0,0.4796782343482893
656,0,978,0,0.45773875609816655
657,0,954,1,0.2810584417350342
658,0,1010,0,0.711923401547882
659,0,1006,0,0.6379026998563333
660,0,1009,0,0.43802598984401686
661,0,979,1,0.25183875857357124
662,0,980,0,0.23412163215805598
663,0,1028,0,0.33486967534308065
664,0,937,0,0.2035688831640994
665,0,959,0,0.8694669382151484
666,0,1008,0,0.6768723972831657
667,0,981,0,0.302653521612448
668,0,982,0,0.5307596734235451
669,0,1029,0,0.48269001163716907
670,0,985,0,0.252108216525721
671,0,989,0,0.5350670379868641
672,0,1020,0,0.6410331937441944
673,0,998,0,0.11913136810628579
674,0,1023,0,0.18629921544741743
675,0,969,0,0.7005519877913281
676,0,980,0,0.51804707016482
677,0,1005,0,0.28086569540860673
678,0,1014,0,0.3105788006426118
679,0,972,0,0.10811199681470783
680,0,960,0,0.743352432225216
681,0,1070,0,0.15666590705430974
682,0,958,0,0.7966519386420265
683,0,994,0,0.7377274993297964
684,0,1011,0,0.7847079428010634
685,0,984,0,0.6882193251807898
686,0,997,0,0.7508326186029711
687,0,1004,0,0.550311273211745
688,0,998,0,0.29100429495799535
689,0,944,0,0.6991673302857266
690,0,990,0,0.6460971764027303
691,0,1033,0,0.14863417403169074
692,0,991,0,0.13293710264319608
693,0,941,0,0.8414280647173479
694,0,975,0,0.278811236351511
695,0,1022,0,0.7437359988541017
696,0,1018,0,0.26520523479407604
697,0,996,0,0.4476274151760273
698,0,1021,1,0.21587935355152116
699,0,988,0,0.26911243889209036
700,0,1023,1,0.6566787022644305
701,0,933,0,0.8937847513291766
702,0,961,0,0.3521977953304124
703,0,979,0,0.21096361540785147
704,0,1023,0,0.7793812568841041
705,0,994,0,0.7868839906504937
706,0,975,0,0.3073176295199228
707,0,1034,0,0.6799030366678296
708,0,1009,1,0.49078670499129634
709,0,1026,0,0.7962390958027564
710,0,970,1,0.637371502683935
711,1,1027,1,0.8694216373130516
712,0,1019,0,0.9132915501034216
713,0,1068,0,0.8410036252499853
714,0,983,0,0.30590873779710676
715,0,1040,0,0.7657176899849104
716,0,1044,0,0.40361608961681034
717,0,1102,0,0.470293403566605
718,0,1044,0,0.07192286380472784
719,0,1005,0,0.5060626039310698
720,0,1014,0,0.4012177715413862
721,0,960,0,0.5200080119790002
722,0,994,1,0.3687039143744011
723,0,1023,0,0.7881570946681565
724,0,999,0,0.8988589951519581
725,0,1004,0,0.6015182629704596
726,0,965,0,0.5240692377068056
727,0,985,0,0.2419004601377205
728,0,938,0,0.34313415458713753
729,0,1008,0,0.8626634644389065
730,0,949,0,0.11855858121422554
731,0,1010,0,0.7152916085328752
732,0,987,0,0.6628796675991129
733,0,1011,0,0.5278289921072927
734,0,1019,0,0.5110184890833959
735,0,969,0,0.7125825052977668
736,0,1026,0,0.7421538001793874
737,0,979,0,0.05118661890744911
738,0,982,0,0.5348547835891028
739,0,976,0,0.8341356447885601
740,0,1041,0,0.5282068598535833
741,0,1003,0,0.1618858006255399
742,0,1006,1,0.31195734262553343
743,0,973,0,0.48996607388802943
744,0,1033,0,0.2907176887564138
745,1,1032,0,0.9530396250227219
746,0,979,0,0.5368551283317606
747,0,952,0,0.29311693649428117
748,0,999,0,0.7181598663814129
749,1,990,0,0.7093535403909957
750,0,1033,1,0.2637508441479584
751,0,1013,0,0.5603182732984323
752,0,1040,0,0.3672540017160285
753,0,1008,0,0.7368325052421224
754,0,1013,0,0.9041037886250268
755,0,998,0,0.07599137121333469
756,0,1067,0,0.28468251711020126
757,0,1020,0,0.5510749357830139
758,0,958,1,0.5958341099903345
759,0,971,0,0.3542196867911395
760,0,991,0,0.6544951820770819
761,0,977,0,0.3942592504073451
762,0,943,0,0.5937931102908443
763,0,985,0,0.8571651935810385
764,0,1062,1,0.20973616389217425
765,0,958,0,0.8944327373160336
766,0,1046,0,0.552573240507139
767,0,962,0,0.801875870999964
768,0,979,0,0.5730257250897557
769,0,996,0,0.8638433352754419
770,0,964,1,0.34963238876523245
771,0,950,0,0.46368083044950364
772,0,965,0,0.31328399921744504
773,0,1016,1,0.2815737515477481
774,1,1074,0,0.6853858026273262
775,0,973,0,0.3673025861895174
776,0,951,0,0.38082717144308625
777,0,966,0,0.5111709663132051
778,0,1023,0,0.8443527824580551
779,0,979,0,0.5468060619598522
780,0,941,0,0.5693119617366509
781,0,981,0,0.4499279027737416
782,0,975,1,0.799315013976345
783,1,978,0,0.6946532684960304
784,0,960,1,0.33110346700586063
785,0,1010,0,0.7708562363963273
786,0,943,0,0.6344938108171224
787,0,1012,0,0.3208053397624053
788,0,962,0,0.7193754520713184
789,0,1005,0,0.9458794631665574
790,0,1009,0,0.7585124146175036
791,0,1019,0,0.30512627174190765
792,0,997,0,0.7255268262652339
793,0,958,0,0.29997703191195907
794,0,974,0,0.49842915100958984
795,0,1027,0,0.9038422913431634
796,0,995,0,0.34291050504498216
797,0,964,0,0.6090478006725435
798,0,976,0,0.2978097342367742
799,0,969,0,0.8204280425099303
800,0,1028,0,0.4790329401739307
801,1,965,0,0.3626391617052755
